filename,duration,distance,average heart rate,average pace,starting time,rTSS,date
activity_10909362288.tcx,1580.0,5.0 km,150 bpm,0:05:16 mins/km,2023-04-15 12:56:04+01:00,25,2023-04-15
activity_10665363229.tcx,4462.0,15.06 km,157 bpm,0:04:56 mins/km,2023-03-10 07:04:27+00:00,80,2023-03-10
activity_12006015235.tcx,3733.0,12.95 km,146 bpm,0:04:48 mins/km,2023-09-12 12:50:07+01:00,72,2023-09-12
activity_12169029648.tcx,2048.0,7.06 km,150 bpm,0:04:50 mins/km,2023-10-04 12:11:49+01:00,38,2023-10-04
activity_9334216070.tcx,2672.0,8.46 km,144 bpm,0:05:16 mins/km,2022-08-04 06:48:49+01:00,42,2022-08-04
activity_10487541690.tcx,2311.0,10.04 km,153 bpm,0:03:50 mins/km,2023-02-11 09:50:09+00:00,68,2023-02-11
activity_12686520357.tcx,1388.0,5.81 km,144 bpm,0:03:59 mins/km,2023-11-11 11:02:58+00:00,38,2023-11-11
activity_11571306823.tcx,3291.0,11.01 km,145 bpm,0:04:59 mins/km,2023-07-16 08:06:21+01:00,58,2023-07-16
activity_13144303080.tcx,2075.0,7.26 km,153 bpm,0:04:46 mins/km,2023-12-18 12:30:02+00:00,40,2023-12-18
activity_11394895153.tcx,3102.0,10.13 km,149 bpm,0:05:06 mins/km,2023-06-21 18:18:53+01:00,52,2023-06-21
activity_10612763142.tcx,2798.0,9.13 km,152 bpm,0:05:06 mins/km,2023-03-02 07:28:20+00:00,47,2023-03-02
activity_10564299140.tcx,2239.0,6.95 km,144 bpm,0:05:22 mins/km,2023-02-22 18:12:44+00:00,34,2023-02-22
activity_12061705549.tcx,4191.0,13.53 km,147 bpm,0:05:10 mins/km,2023-09-19 18:12:53+01:00,76,2023-09-19
activity_10764800742.tcx,1176.0,5.08 km,149 bpm,0:03:51 mins/km,2023-03-25 09:07:57+00:00,34,2023-03-25
activity_11041719730.tcx,4693.0,14.81 km,146 bpm,0:05:17 mins/km,2023-05-04 06:55:04+01:00,73,2023-05-04
activity_9112972407.tcx,2530.0,7.83 km,149 bpm,0:05:23 mins/km,2022-06-30 07:43:37+01:00,38,2022-06-30
activity_12214125460.tcx,1149.0,3.74 km,160 bpm,0:05:07 mins/km,2023-10-07 14:46:08+01:00,19,2023-10-07
activity_9875748932.tcx,1233.0,5.06 km,153 bpm,0:04:04 mins/km,2022-10-29 08:01:11+08:00,33,2022-10-29
activity_9204624095.tcx,3742.0,10.68 km,133 bpm,0:05:50 mins/km,2022-07-14 18:10:26+01:00,57,2022-07-14
activity_10949611402.tcx,4501.0,16.1 km,155 bpm,0:04:39 mins/km,2023-04-21 07:52:56+01:00,91,2023-04-21
activity_12041437643.tcx,378.0,1.24 km,145 bpm,0:05:04 mins/km,2023-09-17 08:59:20+01:00,6,2023-09-17
activity_10330169822.tcx,2901.0,9.17 km,149 bpm,0:05:16 mins/km,2023-01-18 08:36:25+08:00,45,2023-01-18
activity_10633281052.tcx,5027.0,20.99 km,177 bpm,0:03:59 mins/km,2023-03-05 09:30:12+00:00,137,2023-03-05
activity_12214116874.tcx,1981.0,6.66 km,155 bpm,0:04:57 mins/km,2023-10-06 13:01:13+01:00,35,2023-10-06
activity_11902150733.tcx,4866.0,15.24 km,140 bpm,0:05:19 mins/km,2023-08-29 18:12:48+01:00,86,2023-08-29
activity_12394137959.tcx,1902.0,6.3 km,152 bpm,0:05:02 mins/km,2023-10-20 12:45:37+01:00,33,2023-10-20
activity_9730946291.tcx,3661.0,11.48 km,163 bpm,0:05:19 mins/km,2022-10-05 08:18:13+08:00,56,2022-10-05
activity_12843702097.tcx,1913.0,6.07 km,144 bpm,0:05:15 mins/km,2023-11-23 12:32:25+00:00,30,2023-11-23
activity_10699462230.tcx,1818.0,5.97 km,142 bpm,0:05:05 mins/km,2023-03-15 12:15:20+00:00,31,2023-03-15
activity_12951547877.tcx,4127.0,12.25 km,149 bpm,0:05:37 mins/km,2023-12-02 09:07:33+00:00,57,2023-12-02
activity_11743730886.tcx,1071.0,5.0 km,148 bpm,0:03:34 mins/km,2023-08-08 18:59:41+01:00,37,2023-08-08
activity_11697029143.tcx,1812.0,6.14 km,146 bpm,0:04:55 mins/km,2023-08-02 12:17:12+01:00,33,2023-08-02
activity_10695458904.tcx,4552.0,15.14 km,154 bpm,0:05:01 mins/km,2023-03-14 18:11:58+00:00,81,2023-03-14
activity_10494006159.tcx,3729.0,12.12 km,151 bpm,0:05:08 mins/km,2023-02-12 08:38:32+00:00,62,2023-02-12
activity_10789168717.tcx,4501.0,14.02 km,150 bpm,0:05:21 mins/km,2023-03-28 18:13:01+01:00,75,2023-03-28
activity_9767912516.tcx,4501.0,13.71 km,159 bpm,0:05:28 mins/km,2022-10-11 08:41:46+08:00,66,2022-10-11
activity_10520918895.tcx,3969.0,13.25 km,151 bpm,0:05:00 mins/km,2023-02-16 06:53:55+00:00,69,2023-02-16
activity_10428676921.tcx,4483.0,14.43 km,148 bpm,0:05:11 mins/km,2023-02-02 08:57:15+00:00,73,2023-02-02
activity_9705909181.tcx,1720.0,6.03 km,136 bpm,0:04:45 mins/km,2022-10-01 08:46:20+08:00,34,2022-10-01
activity_12338842374.tcx,1911.0,6.0 km,153 bpm,0:05:18 mins/km,2023-10-16 12:13:45+01:00,30,2023-10-16
activity_8823003428.tcx,1015.0,3.11 km,144 bpm,0:05:27 mins/km,2022-05-14 18:10:17+01:00,15,2022-05-14
activity_12624780035.tcx,1940.0,6.07 km,149 bpm,0:05:19 mins/km,2023-11-06 17:20:18+00:00,30,2023-11-06
activity_9966446978.tcx,5484.0,17.1 km,150 bpm,0:05:21 mins/km,2022-11-13 09:05:13+11:00,84,2022-11-13
activity_10303624189.tcx,3641.0,12.56 km,147 bpm,0:04:50 mins/km,2023-01-14 07:17:05+08:00,68,2023-01-14
activity_11564334013.tcx,2860.0,9.58 km,149 bpm,0:04:58 mins/km,2023-07-15 09:42:40+02:00,50,2023-07-15
activity_9446011217.tcx,4659.0,15.04 km,155 bpm,0:05:10 mins/km,2022-08-21 08:30:58+01:00,76,2022-08-21
activity_11590346107.tcx,4165.0,14.45 km,149 bpm,0:04:48 mins/km,2023-07-18 18:14:13+01:00,90,2023-07-18
activity_9897889534.tcx,1294.0,3.76 km,153 bpm,0:05:45 mins/km,2022-11-01 19:13:41+08:00,17,2022-11-01
activity_9075564822.tcx,2834.0,8.81 km,151 bpm,0:05:22 mins/km,2022-06-24 06:32:50+01:00,43,2022-06-24
activity_11731462187.tcx,2230.0,7.34 km,156 bpm,0:05:04 mins/km,2023-08-07 07:01:47+01:00,38,2023-08-07
activity_11370106720.tcx,2400.0,9.98 km,156 bpm,0:04:00 mins/km,2023-06-18 09:34:11+01:00,65,2023-06-18
activity_11135154753.tcx,1820.0,5.64 km,150 bpm,0:05:23 mins/km,2023-05-17 12:15:50+01:00,27,2023-05-17
activity_12013382755.tcx,2034.0,5.66 km,155 bpm,0:05:59 mins/km,2023-09-13 12:11:23+01:00,25,2023-09-13
activity_11063456095.tcx,1460.0,4.62 km,146 bpm,0:05:16 mins/km,2023-05-07 10:27:57+01:00,23,2023-05-07
activity_9696293728.tcx,1185.0,3.93 km,151 bpm,0:05:01 mins/km,2022-09-29 17:33:10+08:00,20,2022-09-29
activity_11163733368.tcx,3790.0,12.96 km,155 bpm,0:04:53 mins/km,2023-05-21 10:15:33+01:00,69,2023-05-21
activity_11107210480.tcx,4711.0,16.27 km,158 bpm,0:04:50 mins/km,2023-05-13 12:04:39+01:00,88,2023-05-13
activity_10065184907.tcx,1964.0,6.4 km,152 bpm,0:05:07 mins/km,2022-12-01 17:18:27+13:00,33,2022-12-01
activity_9939592199.tcx,1226.0,3.97 km,146 bpm,0:05:09 mins/km,2022-11-08 17:31:47+08:00,20,2022-11-08
activity_9791779685.tcx,1201.0,3.9 km,151 bpm,0:05:08 mins/km,2022-10-15 08:03:17+08:00,20,2022-10-15
activity_10350008181.tcx,2740.0,9.25 km,157 bpm,0:04:56 mins/km,2023-01-21 08:14:05+00:00,49,2023-01-21
activity_11098906538.tcx,3577.0,12.39 km,156 bpm,0:04:49 mins/km,2023-05-12 07:24:35+01:00,67,2023-05-12
activity_11114380385.tcx,6302.0,22.74 km,162 bpm,0:04:37 mins/km,2023-05-14 10:34:40+01:00,129,2023-05-14
activity_9774407134.tcx,3486.0,10.89 km,156 bpm,0:05:20 mins/km,2022-10-12 09:32:07+08:00,53,2022-10-12
activity_11181871285.tcx,3447.0,10.85 km,139 bpm,0:05:18 mins/km,2023-05-23 18:10:58+01:00,57,2023-05-23
activity_12260958602.tcx,3981.0,12.67 km,151 bpm,0:05:14 mins/km,2023-10-10 18:13:16+01:00,71,2023-10-10
activity_12453567427.tcx,4264.0,13.6 km,147 bpm,0:05:13 mins/km,2023-10-24 18:14:55+01:00,78,2023-10-24
activity_13161139683.tcx,4806.0,16.13 km,147 bpm,0:04:58 mins/km,2023-12-19 18:12:17+00:00,91,2023-12-19
activity_10603512871.tcx,4179.0,13.25 km,147 bpm,0:05:15 mins/km,2023-02-28 18:14:49+00:00,73,2023-02-28
activity_10573428253.tcx,3281.0,11.06 km,156 bpm,0:04:57 mins/km,2023-02-24 07:02:02+00:00,58,2023-02-24
activity_11257910546.tcx,5407.0,17.36 km,149 bpm,0:05:11 mins/km,2023-06-03 08:56:31+02:00,88,2023-06-03
activity_10389926308.tcx,2041.0,6.52 km,156 bpm,0:05:13 mins/km,2023-01-27 09:51:46+00:00,33,2023-01-27
activity_12758691632.tcx,3392.0,11.06 km,140 bpm,0:05:07 mins/km,2023-11-16 18:35:43+00:00,57,2023-11-16
activity_9810455502.tcx,3687.0,11.69 km,157 bpm,0:05:15 mins/km,2022-10-18 09:26:08+08:00,58,2022-10-18
activity_11081781930.tcx,4251.0,13.73 km,139 bpm,0:05:10 mins/km,2023-05-09 18:15:04+01:00,81,2023-05-09
activity_12311144007.tcx,2006.0,6.38 km,146 bpm,0:05:14 mins/km,2023-10-14 11:50:37+01:00,32,2023-10-14
activity_10154617089.tcx,1832.0,5.93 km,161 bpm,0:05:09 mins/km,2022-12-19 07:48:24+08:00,30,2022-12-19
activity_9147278086.tcx,932.0,3.01 km,159 bpm,0:05:10 mins/km,2022-07-05 19:40:01+01:00,15,2022-07-05
activity_11641631184.tcx,4628.0,14.09 km,144 bpm,0:05:29 mins/km,2023-07-25 18:13:49+01:00,86,2023-07-25
activity_8852182532.tcx,3790.0,12.92 km,152 bpm,0:04:53 mins/km,2022-05-19 09:06:28+01:00,70,2022-05-19
activity_11492183989.tcx,1983.0,6.27 km,155 bpm,0:05:16 mins/km,2023-07-05 12:16:03+01:00,31,2023-07-05
activity_11912381184.tcx,4613.0,15.13 km,152 bpm,0:05:05 mins/km,2023-08-31 06:32:50+01:00,78,2023-08-31
activity_9939593889.tcx,1501.0,5.73 km,148 bpm,0:04:22 mins/km,2022-11-08 18:14:32+08:00,36,2022-11-08
activity_9206806913.tcx,2958.0,9.6 km,160 bpm,0:05:08 mins/km,2022-07-15 07:58:47+01:00,49,2022-07-15
activity_12488497881.tcx,1814.0,5.92 km,141 bpm,0:05:06 mins/km,2023-10-27 12:56:39+01:00,30,2023-10-27
activity_10672013631.tcx,3711.0,11.56 km,151 bpm,0:05:21 mins/km,2023-03-11 09:43:45+00:00,56,2023-03-11
activity_10284887964.tcx,3404.0,12.0 km,153 bpm,0:04:44 mins/km,2023-01-11 07:36:42+08:00,66,2023-01-11
activity_12078645430.tcx,3944.0,12.58 km,157 bpm,0:05:14 mins/km,2023-09-22 06:29:41+01:00,63,2023-09-22
activity_9456552614.tcx,4515.0,14.87 km,155 bpm,0:05:04 mins/km,2022-08-22 18:45:57+01:00,77,2022-08-22
activity_10170897248.tcx,1341.0,4.5 km,159 bpm,0:04:58 mins/km,2022-12-22 18:34:57+08:00,24,2022-12-22
activity_10718232490.tcx,2074.0,6.83 km,147 bpm,0:05:04 mins/km,2023-03-18 10:10:13+00:00,35,2023-03-18
activity_9854368580.tcx,4197.0,14.07 km,152 bpm,0:04:58 mins/km,2022-10-25 17:32:20+08:00,76,2022-10-25
activity_11719002996.tcx,2920.0,10.39 km,149 bpm,0:04:41 mins/km,2023-08-05 11:49:34+01:00,58,2023-08-05
activity_10633274022.tcx,652.0,2.04 km,152 bpm,0:05:20 mins/km,2023-03-05 08:54:27+00:00,10,2023-03-05
activity_9537973889.tcx,3961.0,12.49 km,156 bpm,0:05:17 mins/km,2022-09-04 08:26:19+01:00,62,2022-09-04
activity_10421539765.tcx,2775.0,9.67 km,158 bpm,0:04:47 mins/km,2023-02-01 06:59:18+00:00,53,2023-02-01
activity_9192058280.tcx,1800.0,5.63 km,138 bpm,0:05:20 mins/km,2022-07-12 18:42:56+01:00,38,2022-07-12
activity_9463490350.tcx,2552.0,8.76 km,147 bpm,0:04:51 mins/km,2022-08-23 18:43:58+01:00,51,2022-08-23
activity_10820261081.tcx,1683.0,7.11 km,150 bpm,0:03:57 mins/km,2023-04-02 14:05:01+01:00,47,2023-04-02
activity_11526927849.tcx,2595.0,8.16 km,141 bpm,0:05:18 mins/km,2023-07-10 08:11:35+02:00,40,2023-07-10
activity_11959733237.tcx,1822.0,5.92 km,151 bpm,0:05:08 mins/km,2023-09-06 12:10:18+01:00,30,2023-09-06
activity_10752167394.tcx,4446.0,13.83 km,161 bpm,0:05:21 mins/km,2023-03-23 07:06:10+00:00,67,2023-03-23
activity_10137420886.tcx,3915.0,14.0 km,150 bpm,0:04:40 mins/km,2022-12-15 17:35:24+08:00,79,2022-12-15
activity_10144940216.tcx,1761.0,6.42 km,150 bpm,0:04:34 mins/km,2022-12-17 08:43:44+08:00,38,2022-12-17
activity_10901004209.tcx,3783.0,13.01 km,158 bpm,0:04:51 mins/km,2023-04-14 07:25:12+01:00,70,2023-04-14
activity_9431141592.tcx,3325.0,11.49 km,142 bpm,0:04:49 mins/km,2022-08-18 18:10:53+01:00,63,2022-08-18
activity_9159780034.tcx,3765.0,11.77 km,154 bpm,0:05:20 mins/km,2022-07-07 18:04:06+01:00,64,2022-07-07
activity_9726375186.tcx,1188.0,3.98 km,151 bpm,0:04:58 mins/km,2022-10-04 17:32:27+08:00,21,2022-10-04
activity_9901842287.tcx,3578.0,11.38 km,161 bpm,0:05:15 mins/km,2022-11-02 08:21:31+08:00,57,2022-11-02
activity_12572776059.tcx,1977.0,6.05 km,154 bpm,0:05:27 mins/km,2023-11-02 17:46:21+00:00,29,2023-11-02
activity_9393430202.tcx,5045.0,13.01 km,153 bpm,0:06:28 mins/km,2022-08-13 07:37:24+01:00,53,2022-08-13
activity_9748669348.tcx,1266.0,4.88 km,157 bpm,0:04:19 mins/km,2022-10-08 08:04:48+08:00,30,2022-10-08
activity_11497854518.tcx,4622.0,15.42 km,154 bpm,0:05:00 mins/km,2023-07-06 06:37:22+01:00,84,2023-07-06
activity_11778601880.tcx,389.0,1.29 km,159 bpm,0:05:00 mins/km,2023-08-13 09:01:47+01:00,7,2023-08-13
activity_9918703992.tcx,1227.0,4.87 km,152 bpm,0:04:12 mins/km,2022-11-05 08:06:33+08:00,30,2022-11-05
activity_12705912251.tcx,1813.0,5.48 km,161 bpm,0:05:31 mins/km,2023-11-12 16:54:06+00:00,26,2023-11-12
activity_9353269180.tcx,1242.0,4.02 km,157 bpm,0:05:09 mins/km,2022-08-07 08:35:08+01:00,20,2022-08-07
activity_8994684687.tcx,2067.0,6.47 km,159 bpm,0:05:19 mins/km,2022-06-11 11:17:10+01:00,32,2022-06-11
activity_10805088966.tcx,3750.0,12.59 km,156 bpm,0:04:58 mins/km,2023-03-31 07:19:19+01:00,66,2023-03-31
activity_11815849085.tcx,3946.0,12.84 km,146 bpm,0:05:07 mins/km,2023-08-18 07:27:18+01:00,65,2023-08-18
activity_10448041840.tcx,6657.0,21.04 km,156 bpm,0:05:16 mins/km,2023-02-05 08:41:44+00:00,105,2023-02-05
activity_8907494076.tcx,2197.0,7.38 km,148 bpm,0:04:58 mins/km,2022-05-28 10:06:40+01:00,44,2022-05-28
activity_10164043499.tcx,3841.0,12.04 km,150 bpm,0:05:19 mins/km,2022-12-21 07:15:48+08:00,59,2022-12-21
activity_10027669408.tcx,4171.0,13.67 km,152 bpm,0:05:05 mins/km,2022-11-24 18:14:58+13:00,70,2022-11-24
activity_12917900106.tcx,1749.0,5.78 km,158 bpm,0:05:02 mins/km,2023-11-29 12:15:56+00:00,30,2023-11-29
activity_9696295439.tcx,887.0,2.9 km,172 bpm,0:05:05 mins/km,2022-09-29 18:34:40+08:00,15,2022-09-29
activity_9531556666.tcx,2543.0,9.01 km,151 bpm,0:04:42 mins/km,2022-09-03 08:41:17+01:00,51,2022-09-03
activity_8738288308.tcx,5248.0,17.7 km,162 bpm,0:04:56 mins/km,2022-05-01 08:47:36+01:00,94,2022-05-01
activity_9363935156.tcx,1127.0,5.02 km,150 bpm,0:03:45 mins/km,2022-08-08 18:59:40+01:00,35,2022-08-08
activity_8914394738.tcx,4878.0,16.87 km,158 bpm,0:04:49 mins/km,2022-05-29 10:31:54+01:00,92,2022-05-29
activity_10419011382.tcx,4079.0,13.16 km,146 bpm,0:05:10 mins/km,2023-01-31 18:08:15+00:00,76,2023-01-31
activity_8864467233.tcx,4462.0,13.83 km,151 bpm,0:05:23 mins/km,2022-05-21 09:43:00+01:00,79,2022-05-21
activity_9292939565.tcx,1054.0,3.45 km,134 bpm,0:05:05 mins/km,2022-07-28 18:07:11+01:00,18,2022-07-28
activity_11762223887.tcx,3196.0,10.9 km,153 bpm,0:04:53 mins/km,2023-08-11 06:53:34+01:00,58,2023-08-11
activity_8751145289.tcx,3112.0,10.48 km,151 bpm,0:04:57 mins/km,2022-05-03 09:12:58+01:00,56,2022-05-03
activity_12831731590.tcx,1803.0,5.86 km,156 bpm,0:05:08 mins/km,2023-11-22 12:15:55+00:00,30,2023-11-22
activity_12808366845.tcx,1900.0,6.05 km,149 bpm,0:05:14 mins/km,2023-11-20 17:25:11+00:00,30,2023-11-20
activity_9013151550.tcx,1950.0,6.17 km,152 bpm,0:05:16 mins/km,2022-06-14 08:26:07+01:00,31,2022-06-14
activity_13134038294.tcx,3302.0,11.28 km,152 bpm,0:04:53 mins/km,2023-12-17 13:15:49+00:00,60,2023-12-17
activity_9081866583.tcx,4671.0,15.95 km,150 bpm,0:04:53 mins/km,2022-06-25 08:32:25+01:00,86,2022-06-25
activity_8816285333.tcx,1677.0,5.1 km,148 bpm,0:05:29 mins/km,2022-05-13 17:05:28+01:00,24,2022-05-13
activity_9060081468.tcx,1057.0,3.54 km,139 bpm,0:04:59 mins/km,2022-06-21 18:04:13+01:00,19,2022-06-21
activity_9646684837.tcx,2754.0,8.46 km,153 bpm,0:05:26 mins/km,2022-09-21 08:21:27+01:00,41,2022-09-21
activity_9882456251.tcx,4501.0,14.42 km,158 bpm,0:05:12 mins/km,2022-10-30 11:14:48+08:00,72,2022-10-30
activity_10010696412.tcx,4591.0,15.03 km,154 bpm,0:05:05 mins/km,2022-11-21 06:32:41+10:00,79,2022-11-21
activity_12214119884.tcx,1276.0,4.24 km,154 bpm,0:05:01 mins/km,2023-10-07 13:20:33+01:00,22,2023-10-07
activity_10894102615.tcx,4607.0,15.02 km,160 bpm,0:05:07 mins/km,2023-04-13 07:00:02+01:00,77,2023-04-13
activity_9600257203.tcx,904.0,2.85 km,168 bpm,0:05:17 mins/km,2022-09-13 19:21:44+01:00,14,2022-09-13
activity_11383296619.tcx,4381.0,14.46 km,158 bpm,0:05:03 mins/km,2023-06-20 06:58:15+01:00,75,2023-06-20
activity_11347095340.tcx,3745.0,12.08 km,153 bpm,0:05:10 mins/km,2023-06-15 06:45:37+01:00,61,2023-06-15
activity_9029903951.tcx,3734.0,10.89 km,138 bpm,0:05:43 mins/km,2022-06-16 18:04:35+01:00,60,2022-06-16
activity_11140833545.tcx,3854.0,12.04 km,158 bpm,0:05:20 mins/km,2023-05-18 07:01:29+01:00,59,2023-05-18
activity_9364098682.tcx,1098.0,3.36 km,155 bpm,0:05:27 mins/km,2022-08-08 19:45:22+01:00,16,2022-08-08
activity_10998413325.tcx,3632.0,12.42 km,155 bpm,0:04:53 mins/km,2023-04-28 07:25:19+01:00,67,2023-04-28
activity_8969946045.tcx,835.0,2.68 km,156 bpm,0:05:11 mins/km,2022-06-07 11:20:05+01:00,14,2022-06-07
activity_10379543530.tcx,2897.0,9.2 km,150 bpm,0:05:15 mins/km,2023-01-25 16:44:39+00:00,46,2023-01-25
activity_12742685199.tcx,614.0,1.63 km,152 bpm,0:06:17 mins/km,2023-11-15 15:30:08+00:00,7,2023-11-15
activity_10764619735.tcx,1945.0,6.2 km,150 bpm,0:05:14 mins/km,2023-03-25 08:18:51+00:00,31,2023-03-25
activity_9791780508.tcx,828.0,2.41 km,134 bpm,0:05:43 mins/km,2022-10-15 09:27:27+08:00,11,2022-10-15
activity_9988975786.tcx,4336.0,13.8 km,153 bpm,0:05:14 mins/km,2022-11-17 07:20:38+11:00,69,2022-11-17
activity_10264916622.tcx,5532.0,17.5 km,153 bpm,0:05:16 mins/km,2023-01-08 07:50:40+08:00,87,2023-01-08
activity_12930804114.tcx,3549.0,11.81 km,150 bpm,0:05:01 mins/km,2023-11-30 12:38:30+00:00,62,2023-11-30
activity_9544789918.tcx,3086.0,10.03 km,156 bpm,0:05:08 mins/km,2022-09-05 07:41:03+01:00,51,2022-09-05
activity_13002300338.tcx,2846.0,9.13 km,144 bpm,0:05:12 mins/km,2023-12-06 12:15:50+00:00,46,2023-12-06
activity_8823002782.tcx,1120.0,5.0 km,144 bpm,0:03:44 mins/km,2022-05-14 17:30:06+01:00,35,2022-05-14
activity_11989744026.tcx,8022.0,21.84 km,157 bpm,0:06:07 mins/km,2023-09-10 07:25:21+01:00,93,2023-09-10
activity_9782404159.tcx,1243.0,3.95 km,154 bpm,0:05:15 mins/km,2022-10-13 17:31:56+08:00,20,2022-10-13
activity_9726376603.tcx,1261.0,5.2 km,142 bpm,0:04:02 mins/km,2022-10-04 18:16:01+08:00,34,2022-10-04
activity_10310396440.tcx,5587.0,18.27 km,157 bpm,0:05:06 mins/km,2023-01-15 07:58:32+08:00,94,2023-01-15
activity_11035487134.tcx,1778.0,5.79 km,152 bpm,0:05:07 mins/km,2023-05-03 12:16:06+01:00,30,2023-05-03
activity_9782406001.tcx,1026.0,3.14 km,145 bpm,0:05:27 mins/km,2022-10-13 18:33:32+08:00,15,2022-10-13
activity_10866163368.tcx,3572.0,11.1 km,155 bpm,0:05:22 mins/km,2023-04-09 08:44:46+01:00,54,2023-04-09
activity_9924987307.tcx,5536.0,18.09 km,156 bpm,0:05:06 mins/km,2022-11-06 08:45:00+08:00,93,2022-11-06
